Fecha,ID,NPS Group,NPS,Comment,UsuarioDecisión,Canal,Palanca,Subpalanca
2026-01-02 10:19:54,122245024,PROMOTOR,10,todo bienmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:38:49,123630925,PROMOTOR,9,tengo problemas a veces con la impresión de comprobantes,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-21 16:56:49,124297704,PROMOTOR,10,"muy segura y practica la banca, lo único con lo que no estoy del todo agusto es que nos toca esperar mucho al tiempo de depositar solo ese incovenient",Sí,BBVA,Banca,Tiempo de espera
2026-01-27 13:40:45,123341090,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:16:35,123629517,PASIVO,7,SIN COMENTARIOS,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 12:24:51,123097393,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 09:56:36,122562685,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 15:20:08,123390516,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 13:22:03,123426036,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 16:19:12,122731333,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 16:45:43,123592920,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 15:12:27,123807961,DETRACTOR,6,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 18:47:55,123903547,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 16:43:15,124171713,PROMOTOR,10,LA BUENA ATENCION,No,BBVA,Banca,Amabilidad del ejecutivo
2026-02-03 19:46:52,123659178,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 14:10:32,123108335,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 12:14:40,124198778,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-02 19:11:36,122258397,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 17:01:39,123124695,PASIVO,7,c,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 13:51:00,123755582,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 19:53:50,123659364,DETRACTOR,5,no puedo ver movimientos de mis tarjetas de crédito ni mi crédito hipotecario ni comprar con tarjeta digital de credito,Sí,Web,Uso,Edo de Cuenta
2026-01-14 18:33:58,122772920,PASIVO,8,mala atencion en sucursal,Sí,BBVA,Banca,Atención personalizada
2026-02-05 10:36:35,123740445,PROMOTOR,10,.,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 14:46:42,123293036,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 16:40:24,123496128,PROMOTOR,10,Muy buen servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-20 15:07:44,122979282,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 16:48:35,122417835,PROMOTOR,10,ES MUY FACIL DE NAVEGAR,No,Web,Uso,Velocidad de la plataforma
2026-02-11 11:26:17,123972154,DETRACTOR,6,EL NUEVO DISEÑO CONFUNDE.,No,Web,Uso,Diseño UX
2026-02-03 10:43:36,123635237,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 13:53:38,123172250,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-10 11:04:07,122609344,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 20:53:24,123774360,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 08:35:18,123412824,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 14:06:35,123388004,DETRACTOR,2,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 16:11:11,124055062,DETRACTOR,6,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 10:17:34,122563843,PROMOTOR,10,buen servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-20 12:43:49,122973911,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 18:45:03,124174420,PROMOTOR,10,EXCELENTE,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-03 11:47:07,123639322,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 13:40:02,122581616,PROMOTOR,10,ok,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 21:41:21,123815560,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 08:37:12,123963463,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 15:44:13,123762589,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 16:51:58,123182033,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 09:29:09,123158439,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 08:59:41,124107166,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 17:24:18,124251573,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 15:37:13,123892899,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 14:58:17,122413829,PROMOTOR,10,me encanta la banca digital que manejan por mucho la mejor del mercado,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-20 16:15:33,122981198,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 19:07:20,122421203,PROMOTOR,10,1,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 13:58:36,123466645,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 14:44:50,124132252,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 14:51:57,123807319,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 15:39:34,122345648,PROMOTOR,10,"buen manejo del portal, sencillo de entender y manejar",No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-05 16:07:19,123763900,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 14:27:01,123758063,PASIVO,8,ESTA MUY BIEN LA VERDAD ES QUE SE PUEDE TRABAJAR MUY BIEN AUNQUE EL DISEÑO ANTERIOR ESTABA MAS ENTENDIBLE,No,Web,Uso,Diseño UX
2026-02-13 20:49:42,124059088,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 17:32:36,122419052,PROMOTOR,9,MUY BUEN SERVICIO,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-22 11:37:04,123092873,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 09:50:35,122754693,PROMOTOR,9,Bien,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 10:59:22,124232770,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 12:16:05,123462484,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 12:45:06,122924888,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 13:56:53,122526294,PASIVO,8,"últimamente tienen muy mal servicio, expedí un cheque y nunca me notificaron que si me depositaban ese día no podía cobrar cheques. Quedé muy mal...",Sí,BBVA,Banca,Atención personalizada
2026-01-08 14:51:45,122528715,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-02 16:09:22,122255918,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 16:13:48,123297855,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 13:50:18,124013235,PROMOTOR,10,ME GUSTA COMO TRABAJAN,Sí,BBVA,Banca,Atención personalizada
2026-01-15 14:12:51,122805093,PROMOTOR,10,Muy buena banca e,Sí,Otros,FAN,FAN
2026-02-03 09:43:14,123631218,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 21:48:14,122813854,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 14:58:04,123807537,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 10:14:54,123201595,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 21:14:55,123774616,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 11:09:42,123690578,PASIVO,8,LA APLICACION QUE ERA EXCELENTE PRESENTA AHRA DESPUES DE LA ACTUALIZACION MUCHOS PROBLEMAS Y COMPLEGIDADES,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-22 13:37:47,123105160,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 17:45:34,123709302,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 14:43:56,124073050,PROMOTOR,10,excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 09:38:40,123265534,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 16:19:32,124249581,PROMOTOR,10,super servicio,No,BBVA,Banca,Amabilidad del ejecutivo
2026-01-12 13:04:51,122676251,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 11:06:31,122318378,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-20 15:44:15,122980374,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 13:29:22,122927366,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 14:22:06,124131234,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:59:01,123276397,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:33:36,123634560,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 20:32:43,123475886,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 12:35:01,124010381,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 12:39:33,124048782,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 12:25:51,123641684,PROMOTOR,10,ES UN EXCELENTE BANCO,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-21 16:43:20,123049373,PROMOTOR,10,ECXELENTE,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 11:15:12,124161039,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 12:40:32,123491511,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 09:55:28,123872621,DETRACTOR,3,tien un mal diseño no es practica,Sí,Web,Uso,Diseño UX
2026-01-22 17:24:08,123126688,PROMOTOR,10,"Excelente aplicacion, sencilla y rapida de apender",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 07:21:12,123258209,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 12:33:26,123463224,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 08:44:47,123868904,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-02 13:56:25,122252928,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 11:39:49,123692519,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 17:37:14,123127796,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 12:56:44,123696933,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-07 12:23:22,123828851,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 15:40:38,123296294,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 11:55:03,122572042,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 14:40:51,123292381,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 11:05:26,123932561,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 10:18:49,123687090,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 14:06:09,122526703,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 15:34:21,123295931,PROMOTOR,10,j,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 17:21:19,123708587,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 17:25:47,124056588,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 18:37:00,124057750,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 09:35:52,123871455,PASIVO,8,LA APLICACION FALLA MUY SEGUIDO,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-12 20:58:38,122696835,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 16:00:17,123431201,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 08:38:43,122381004,PROMOTOR,10,muy buen servicio,No,BBVA,Banca,Amabilidad del ejecutivo
2026-01-07 10:42:50,122460538,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 16:33:23,122809149,PROMOTOR,10,gracias por su servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-02-12 11:34:29,124007982,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 12:13:01,123096138,PASIVO,8,MN,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 14:29:29,124131545,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 15:32:23,124169769,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 11:24:13,123420803,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 12:10:52,123167076,PROMOTOR,10,bien,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 14:32:46,122339620,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-08 11:25:57,123845462,PROMOTOR,10,porque es muy rápido cualquier operación que se haga,No,Web,Uso,Velocidad de la plataforma
2026-01-07 13:19:39,122471377,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 08:09:13,124153776,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 08:00:52,122309372,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 12:35:01,123695771,PROMOTOR,10,ok,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 12:52:39,123424800,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 14:04:36,123805509,PASIVO,8,"La plataforma me gusta mucho, pero la atención a Pymes me ha resultado bastante deficiente. Nunca logro que mi supuesto ejecutivo me atienda",Sí,BBVA,Banca,Atención personalizada
2026-01-29 10:24:37,123417936,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 10:57:14,123270682,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 15:43:35,122807905,PASIVO,8,FACIL DE USAR,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-02 15:04:52,122254551,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 16:46:50,123432498,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 01:29:15,123354140,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 19:10:29,124021229,DETRACTOR,2,"Aparte de que ahora se necesitan más clics para hacer operaciones y pago de impuestos, hay otras fallas terribles.",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-30 09:04:07,123453697,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 16:48:55,122770854,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 18:04:18,123473756,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:51:14,123631800,PROMOTOR,9,"HACE UN AÑO RECOMENDÉ A BBVA  UNA SOBRINA A APERTURAR UNA CUENTA, Y PRÁCTICAMENTE LA OBLIGARON A CONTRATAR UNA PÓLIZA DE VIDA, SÉ EXISTEN MAS OPCIONES",Sí,BBVA,Banca,Venta Forzosa
2026-01-02 16:14:59,122256030,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 17:50:41,123768675,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 13:17:52,123425859,PROMOTOR,10,muy facil de utilizar,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 16:33:18,123810337,PROMOTOR,9,gracias,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-20 09:50:08,122962685,PROMOTOR,9,Plataforma agil,No,Web,Uso,Velocidad de la plataforma
2026-02-03 08:11:21,123626139,PROMOTOR,10,TRTRTTRR,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 10:34:27,123688201,PROMOTOR,10,excelente facilidad de uso,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 17:00:45,123300002,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-10 18:11:50,122617544,PROMOTOR,10,todo bien,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 14:59:57,122806639,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-11 15:24:23,122636327,DETRACTOR,6,Se me hace un buen banco pero la atención en sucursal es muy burocrática y complicada. Y siempre hay demasiada gente.,Sí,BBVA,Banca,Tiempo de espera
2026-01-26 18:23:03,123302846,PROMOTOR,9,me gustaria la aplicacion vieja,Sí,Web,Uso,Diseño UX
2026-01-30 09:18:09,123454246,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 17:52:46,123473492,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 15:34:54,124016362,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 18:46:31,124140324,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 12:47:55,123696469,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 14:58:10,123702988,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 10:04:56,123795053,PROMOTOR,10,ES UN BANCO MUY SEGURO Y RESPONSABLE PARA LOS MOVIMIENTOS QUE REALIZA ESTA EMPRESA,No,BBVA,Seguridad,Seguridad
2026-01-26 12:48:50,123281660,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-21 15:59:50,124297162,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 15:46:04,123943665,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 15:26:42,123178673,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 09:56:18,123329307,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 12:38:02,123880978,PROMOTOR,10,siempre me atienden muy bien en pymes,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-15 12:38:54,122801462,PASIVO,8,"Muchas veces tengo dudas directas de mi cuenta, desde como verificar algunos rubros y demás, y no cuento con un asesor que me apoye de mi sucursal",Sí,BBVA,Banca,Resolución de dudas
2026-01-16 18:38:58,122854400,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 11:03:56,123636627,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 11:30:33,124273553,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 12:30:43,124240096,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 21:44:35,122813812,PROMOTOR,10,En General Todo bien. Gracias,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 16:35:08,123810403,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 13:18:33,122331331,DETRACTOR,6,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-03 11:44:28,122271278,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 16:46:55,124018551,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 15:04:34,123044575,PROMOTOR,10,"Es un banco con sistemas de seguridad avanzado, su pagina accesible y el funcionario Pyme asignado es atento",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-27 11:57:32,123336055,PASIVO,7,no me gusta la nueva pantalla,No,Web,Uso,Diseño UX
2026-01-19 09:37:11,122911938,PROMOTOR,10,Excelente servicio,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-08 10:45:12,122514981,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 12:54:23,124124379,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 17:31:38,123183153,PROMOTOR,10,MUY BUEN SERVICIO Y EL HORARIO DE LA PLATAFORMA ES MUY ACCESIBLE.,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 13:36:05,123804387,PASIVO,8,Esta versión de la banca no me gusta,Sí,Web,Uso,Diseño UX
2026-01-07 10:00:11,122457241,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 16:05:06,123047516,PROMOTOR,10,BUENA,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 14:20:14,123388442,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 09:22:50,124066633,DETRACTOR,6,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 16:17:29,122934798,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 10:52:15,122317356,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 11:17:18,124234310,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 12:02:09,122466436,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 11:53:53,122465816,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 17:53:44,123301896,PROMOTOR,9,Rapido y facil,Sí,Web,Uso,Velocidad de la plataforma
2026-02-09 11:47:03,123878635,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 19:44:15,122812562,PROMOTOR,10,excelente servicio,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-30 18:27:44,123474230,PROMOTOR,10,EXCELENTE,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-05 20:08:41,123773671,PROMOTOR,10,MEJOR APLICACION,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-16 12:15:15,124120747,PROMOTOR,9,Aplicacion amigable,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-03 16:46:30,123653763,PASIVO,8,no tengo ejecvutivo pyme,Sí,BBVA,Banca,Atención personalizada
2026-01-21 09:25:53,123017733,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 10:56:23,123332532,PROMOTOR,9,BUEN TRATO.  ATENCION RAPIDA,No,BBVA,Banca,Amabilidad del ejecutivo
2026-01-13 11:25:17,122721243,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 14:13:32,122583567,PROMOTOR,10,BNNN,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 13:01:15,123385207,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 21:17:56,123135039,PROMOTOR,9,"ERA UNA PAGINA FACIL DE USAR,  PERO LE HAN HECHO CAMBIOS QUE LA HAN HECHO MAS LENTA Y ES FRECUENTE QUE FALLE",Sí,Web,Uso,Velocidad de la plataforma
2026-02-17 13:32:14,124166254,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 13:25:05,123170958,PROMOTOR,10,MUY BUEN SERVICIO,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 13:27:29,124071476,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 09:32:31,123415357,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 09:58:06,123160123,PASIVO,8,"La nueva versión de la página le quitó agilidad, ahora es más complicado hacer lo que se hacía antes, se necesitan mas clicks. Se pierde mas tiempo.",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-28 16:26:01,123392425,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 12:35:30,124122675,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-20 16:04:26,122980903,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 11:44:21,122571038,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 15:58:34,123943997,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 10:58:14,122397705,PROMOTOR,10,v,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 09:21:18,123157965,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 09:58:56,124227773,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 06:54:07,122901912,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 12:12:01,122723277,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-01 16:20:40,123517019,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 11:48:36,123335545,PROMOTOR,10,"Atencion rapida en sucursales...la aplicacion movil, muy buena",No,BBVA,Banca,Atención personalizada
2026-01-30 12:18:43,123462580,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 07:41:46,123322882,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 08:08:36,124038269,PROMOTOR,10,Bue servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-21 08:43:26,123013839,DETRACTOR,2,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 13:02:28,124276391,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 09:43:50,123019299,PROMOTOR,9,muchas gracias,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 17:53:55,124207762,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
